timestamp,product_category,region,sales,units_sold,revenue,average_price,customer_satisfaction,conversion_rate,return_rate,comments
2025-05-11 11:32:29.777311,Home & Garden,Central,155,188,7930.347701173511,108.37777763077251,4.167972133622839,5.656035277480433,0.7198081846332172,Great product!
2024-09-07 11:32:29.778242,Home & Garden,North,242,150,73194.23954845066,164.35508246459847,4.946750446468096,5.039130253806,2.5668059165026347,Great product!
2024-11-24 11:32:29.778248,Electronics,North,234,138,61232.48465212176,397.79077774841807,2.003493886864442,0.13513642306182572,7.13900933396598,Great product!
2025-05-07 11:32:29.778251,Clothing,North,142,67,70956.79208329205,458.7362373325223,3.0386258032150426,3.6286581699510343,4.800185098446209,Great product!
2025-06-11 11:32:29.778253,Clothing,North,158,68,38073.55959683368,186.29910583719672,4.635461625276014,6.010911673963028,4.023935648144301,Great product!
2025-02-14 11:32:29.778255,Books,East,290,264,37578.71146910665,160.4164182824189,4.140759537691365,8.486065518987797,1.514576224004145,Great product!
2025-08-01 11:32:29.778258,Clothing,West,148,104,5486.608617128566,105.64661064022243,2.9496252124032303,8.886421138365172,4.418490344777326,Great product!
2025-05-11 11:32:29.778260,Sports,South,217,151,35644.54901343434,342.4606726387848,4.781486598459111,4.838499700332233,7.706919707602339,Great product!
2025-04-22 11:32:29.778262,Clothing,East,191,167,92999.55182394388,168.31885381650525,1.2289467740672375,7.284224872994382,2.6401284607189304,Great product!
2025-01-19 11:32:29.778264,Books,East,84,259,38543.42718086445,493.99727415860235,4.7239944788503365,3.1645457653345765,0.05398542183677413,Great product!
2024-09-25 11:32:29.778266,Clothing,South,225,203,83305.40291597504,169.58555301133708,1.2020295695312262,3.4218640575865744,6.685049011509828,Great product!
2025-05-26 11:32:29.778268,Sports,South,286,183,84390.22497024348,203.1266629234878,3.1892189764587373,1.9446351918231375,9.726266044325525,Could be better
2025-05-14 11:32:29.778270,Electronics,North,133,53,37950.874481544146,305.633756143897,4.561763792004343,5.619481099932393,6.068265635885829,Could be better
2024-08-27 11:32:29.778272,Books,East,105,157,63566.879359222716,402.8253036637394,2.0508837742452113,3.145641509273652,1.1992185892713014,Could be better
2025-03-23 11:32:29.778275,Electronics,Central,226,164,10441.788625032805,240.06414601936052,2.888993995780634,0.8437089643850504,3.2073309234467304,Could be better
2025-04-13 11:32:29.778277,Electronics,South,190,78,11264.179492693373,217.10145655658957,2.2973155165478665,6.850060866631788,8.676416147202234,Could be better
